geneid	chr	s1	s2
ENSG00000164294	5	54455946	54462899
ENSG00000164296	5	149372681	149380730
ENSG00000164300	5	79407050	79551898
ENSG00000164305	4	185548850	185570663
ENSG00000164306	4	185570767	185616117
ENSG00000164307	5	96096521	96143803
ENSG00000164308	5	96211643	96255420
ENSG00000164309	5	78985700	79096063
ENSG00000164323	4	186080819	186130658
ENSG00000164327	5	38938021	39074510
ENSG00000164329	5	78907943	78982471
ENSG00000164331	5	72848160	72861511
ENSG00000164332	5	158690089	158713044
ENSG00000164338	5	72861268	72877794
ENSG00000164342	4	186990306	187009223
ENSG00000164344	4	187130133	187179625
ENSG00000164346	5	74062817	74072737
ENSG00000164347	5	74017029	74063196
ENSG00000164366	5	196986	218330
ENSG00000164379	6	1312675	1314992
ENSG00000164393	6	47624172	47665533
ENSG00000164398	5	131142683	131347936
ENSG00000164402	5	132086509	132142933
ENSG00000164403	5	132157833	132166590
ENSG00000164404	5	132196873	132202576
ENSG00000164405	5	132202252	132203723
ENSG00000164411	6	87992696	88038996
ENSG00000164414	6	88180341	88222054
ENSG00000164418	6	101846664	102517958
ENSG00000164430	6	74123238	74161999
ENSG00000164440	6	139561198	139613276
ENSG00000164442	6	139693393	139695757
ENSG00000164463	5	172483355	172566291
ENSG00000164465	6	117774980	117891021
ENSG00000164466	5	174904065	174956745
ENSG00000164483	6	130465460	130686570
ENSG00000164484	6	130686879	130764208
ENSG00000164488	6	168693510	168720434
ENSG00000164494	6	107473761	107780768
ENSG00000164506	6	147525561	147706866
ENSG00000164520	6	150204511	150219238
ENSG00000164530	6	36922209	36932613
ENSG00000164535	7	6448757	6523821
ENSG00000164542	7	36363830	36429734
ENSG00000164543	7	43622357	43666385
ENSG00000164548	7	23544399	23571660
ENSG00000164574	5	153570290	153800544
ENSG00000164576	5	153825517	153840614
ENSG00000164587	5	149822753	149829319
ENSG00000164597	7	106842000	107204959
ENSG00000164603	7	112459202	112579971
ENSG00000164604	7	112718386	112727833
ENSG00000164609	5	159828648	159848718
ENSG00000164610	7	33134409	33149013
ENSG00000164611	5	159848829	159855748
ENSG00000164615	5	134074191	134087847
ENSG00000164620	5	141016517	141020644
ENSG00000164626	6	39156749	39197226
ENSG00000164627	6	39297766	39693181
ENSG00000164631	7	6728064	6746554
ENSG00000164638	7	5314000	5346501
ENSG00000164647	7	89783689	89794143
ENSG00000164649	7	21940518	21985702
ENSG00000164651	7	20823906	20826505
ENSG00000164654	7	7606503	7648560
ENSG00000164659	7	86506222	86689015
ENSG00000164663	6	41757634	41863099
ENSG00000164674	6	159071046	159185908
ENSG00000164675	7	123092454	123175131
ENSG00000164683	8	80676245	80680098
ENSG00000164684	8	81540686	81787016
ENSG00000164687	8	82192598	82197012
ENSG00000164691	6	159455500	159466184
ENSG00000164692	7	94023873	94060544
ENSG00000164695	8	82644669	82671750
ENSG00000164707	7	135365985	135414006
ENSG00000164713	7	97881691	97937162
ENSG00000164715	7	97736197	97838945
ENSG00000164733	8	11700033	11726957
ENSG00000164746	7	48075108	48100901
ENSG00000164749	8	76320149	76479078
ENSG00000164751	8	77892494	77913280
ENSG00000164754	8	117858174	117887105
ENSG00000164758	8	118532952	118552501
ENSG00000164764	8	73976775	74036323
ENSG00000164776	7	56148440	56160689
ENSG00000164808	8	48173167	48648868
ENSG00000164815	7	103766788	103848495
ENSG00000164818	7	766338	829190
ENSG00000164823	8	90914087	90940116
ENSG00000164825	8	6728097	6735544
ENSG00000164828	7	855528	936072
ENSG00000164830	8	107282473	107764922
ENSG00000164845	12	8385108	8395544
ENSG00000164850	7	1121844	1133451
ENSG00000164855	7	1581871	1600457
ENSG00000164867	7	150688083	150711676
ENSG00000164877	7	1468101	1499138
ENSG00000164879	8	86285665	86361269
ENSG00000164880	7	1509913	1545489
ENSG00000164885	7	150750899	150755617
ENSG00000164889	7	150754297	150773614
ENSG00000164896	7	150773711	150777953
ENSG00000164897	7	150778167	150780633
ENSG00000164898	7	139024203	139031065
ENSG00000164902	5	125935960	125962944
ENSG00000164904	5	125877533	125931110
ENSG00000164916	7	4683388	4811074
ENSG00000164919	8	100885428	100906290
ENSG00000164920	8	99956631	99964332
ENSG00000164924	8	101928753	101965616
ENSG00000164929	8	104152938	104242533
ENSG00000164930	8	104310661	104345094
ENSG00000164933	8	104410863	104427417
ENSG00000164934	8	104426942	104455681
ENSG00000164938	8	95938200	95961639
ENSG00000164941	8	95825539	95893974
ENSG00000164944	8	95499921	95565757
ENSG00000164949	8	95261481	95274578
ENSG00000164951	8	94870035	94938294
ENSG00000164953	8	94767072	94831462
ENSG00000164961	8	126036502	126104082
ENSG00000164967	9	34610483	34612101
ENSG00000164970	9	34398182	34458568
ENSG00000164972	9	34379017	34397830
ENSG00000164975	9	15422702	15465951
ENSG00000164976	9	34366668	34376851
ENSG00000164978	9	34329504	34343709
ENSG00000164983	8	125324231	125384933
ENSG00000164985	9	15464064	15511017
ENSG00000164989	9	15552895	16061661
ENSG00000165006	9	34179003	34252521
ENSG00000165025	9	93564069	93660831
ENSG00000165028	9	107526438	107539738
ENSG00000165029	9	107543283	107690518
ENSG00000165030	9	94171327	94186144
ENSG00000165046	8	38243725	38267045
ENSG00000165055	7	128116783	128146656
ENSG00000165060	9	71650175	71715094
ENSG00000165071	8	133697253	133772958
ENSG00000165072	9	72658497	72841886
ENSG00000165091	9	75136717	75451267
ENSG00000165092	9	75515578	75695358
ENSG00000165097	6	18155560	18224084
ENSG00000165102	8	42995556	43057998
ENSG00000165105	9	85594500	85678092
ENSG00000165113	9	86354336	86444431
ENSG00000165115	9	86451613	86536342
ENSG00000165118	9	86553226	86571901
ENSG00000165119	9	86582998	86595569
ENSG00000165121	9	88430881	88464426
ENSG00000165124	9	113127531	113342160
ENSG00000165125	7	142568956	142583507
ENSG00000165138	9	101493611	101559247
ENSG00000165140	9	97365415	97402531
ENSG00000165152	9	104235453	104295819
ENSG00000165156	8	124260696	124287781
ENSG00000165164	X	35937851	36008269
ENSG00000165168	X	37639264	37672714
ENSG00000165169	X	37696010	37706890
ENSG00000165171	7	73248920	73256865
ENSG00000165175	X	38660685	38665790
ENSG00000165178	7	74572445	74587848
ENSG00000165181	9	114448453	114557288
ENSG00000165182	X	23925918	23957624
ENSG00000165185	9	115249127	115431677
ENSG00000165188	9	116059373	116065656
ENSG00000165194	X	99546642	99665271
ENSG00000165195	X	15337573	15353676
ENSG00000165209	9	125871779	126030855
ENSG00000165215	7	73183328	73184600
ENSG00000165219	9	128024073	128129486
ENSG00000165233	9	95858500	95875565
ENSG00000165238	9	95947198	96082854
ENSG00000165240	X	77166194	77305892
ENSG00000165244	9	99148223	99180611
ENSG00000165259	X	83572882	83757487
ENSG00000165264	9	32552997	32573160
ENSG00000165269	9	33384765	33402643
ENSG00000165271	9	33461439	33473928
ENSG00000165272	9	33441152	33447609
ENSG00000165275	9	37753804	37778969
ENSG00000165280	9	35056061	35073246
ENSG00000165282	9	35088685	35096591
ENSG00000165283	9	35099888	35103154
ENSG00000165288	X	79926353	80065187
ENSG00000165304	9	36572859	36677678
ENSG00000165309	10	23216953	23326518
ENSG00000165312	10	23728198	23731308
ENSG00000165322	10	32094365	32217742
ENSG00000165325	11	93063137	93171653
ENSG00000165338	10	93170096	93274586
ENSG00000165355	14	39866873	39901704
ENSG00000165359	X	134654584	134716435
ENSG00000165383	10	50117528	50143242
ENSG00000165388	10	48355024	48373866
ENSG00000165389	14	34901995	34931562
ENSG00000165392	8	30891317	31031285
ENSG00000165406	10	45950035	46090354
ENSG00000165410	14	35179593	35184029
ENSG00000165416	13	53226844	53275044
ENSG00000165417	14	81641796	81687721
ENSG00000165424	10	81142081	81205383
ENSG00000165434	11	74041363	74109518
ENSG00000165449	10	61410523	61495760
ENSG00000165457	11	71927645	71932994
ENSG00000165458	11	71934745	71950149
ENSG00000165474	13	20761609	20767037
ENSG00000165475	13	20977806	21099996
ENSG00000165476	10	65281123	65384883
ENSG00000165480	13	21727734	21750741
ENSG00000165487	13	22066836	22178353
ENSG00000165490	11	82611017	82669319
ENSG00000165494	11	82868030	82898493
ENSG00000165495	11	125034583	125303285
ENSG00000165501	14	50065415	50081390
ENSG00000165502	14	50085237	50087403
ENSG00000165506	14	50091892	50101948
ENSG00000165507	10	45466429	45474258
ENSG00000165511	10	45493146	45496336
ENSG00000165512	10	45495923	45500774
ENSG00000165516	14	50234326	50249909
ENSG00000165521	14	89078775	89259096
ENSG00000165525	14	50249997	50319921
ENSG00000165526	11	126071993	126081587
ENSG00000165527	14	50359810	50361490
ENSG00000165533	14	89290497	89344335
ENSG00000165548	14	77582911	77725838
ENSG00000165555	14	77860364	77889860
ENSG00000165568	10	4828821	4890254
ENSG00000165572	13	41701705	41706882
ENSG00000165588	14	57267425	57277197
ENSG00000165591	X	57313139	57515629
ENSG00000165609	10	12207324	12238143
ENSG00000165621	13	97637973	97646984
ENSG00000165626	10	13480484	13570974
ENSG00000165629	10	7830092	7849778
ENSG00000165630	10	13628927	13672868
ENSG00000165632	10	7860467	8058590
ENSG00000165633	10	50222290	50323554
ENSG00000165637	10	76969912	76991206
ENSG00000165644	10	76993727	76995788
ENSG00000165646	10	119000604	119038941
ENSG00000165650	10	119040000	119134978
ENSG00000165655	10	77157588	77161664
ENSG00000165660	10	126490354	126525239
ENSG00000165661	9	139098179	139137687
ENSG00000165669	10	120065401	120101840
ENSG00000165671	5	176560026	176727216
ENSG00000165672	10	120927215	120938345
ENSG00000165675	X	129757350	130037208
ENSG00000165678	10	85899196	85913001
ENSG00000165684	9	139270029	139293249
ENSG00000165688	9	139305110	139318213
ENSG00000165689	9	139296377	139305061
ENSG00000165695	9	135600965	135754164
ENSG00000165698	9	135753414	135765588
ENSG00000165699	9	135766735	135820020
ENSG00000165704	X	133594183	133654543
ENSG00000165714	12	12510013	12619840
ENSG00000165716	9	139607022	139618502
ENSG00000165724	9	140476531	140484942
ENSG00000165730	10	70587298	70655188
ENSG00000165731	10	43572475	43625799
ENSG00000165732	10	70715884	70744829
ENSG00000165733	10	43278249	43330385
ENSG00000165752	10	134020996	134145351
ENSG00000165775	X	154254255	154288578
ENSG00000165782	14	20925878	20929771
ENSG00000165792	14	21457929	21465189
ENSG00000165794	14	21467414	21470030
ENSG00000165795	14	21484922	21539031
ENSG00000165799	14	21510385	21512393
ENSG00000165801	14	21538429	21558399
ENSG00000165802	9	140342022	140353786
ENSG00000165804	14	21558205	21572881
ENSG00000165806	10	115438942	115490662
ENSG00000165807	14	65016620	65056098
ENSG00000165813	10	115880621	115933979
ENSG00000165816	10	115999018	116051272
ENSG00000165819	14	21966277	21979517
ENSG00000165821	14	21989232	22005350
ENSG00000165832	10	116697952	116737430
ENSG00000165861	14	73436159	73493920
ENSG00000165868	10	118430703	118502085
ENSG00000165879	10	99079022	99081672
ENSG00000165886	10	99258625	99330966
ENSG00000165887	10	99332198	99343641
ENSG00000165891	12	77415027	77459360
ENSG00000165895	11	100558384	100862668
ENSG00000165898	14	74960423	74963809
ENSG00000165905	11	45943172	45950647
ENSG00000165912	11	47199076	47207994
ENSG00000165914	14	91006932	91282823
ENSG00000165915	11	47428683	47438047
ENSG00000165916	11	47440320	47447993
ENSG00000165917	11	47459308	47470730
ENSG00000165923	11	47681143	47736941
ENSG00000165929	14	92246095	92333880
ENSG00000165934	14	92588281	92630755
ENSG00000165943	14	93648541	93651273
ENSG00000165948	14	94547628	94570192
ENSG00000165949	14	94571182	94583033
ENSG00000165959	14	95648277	95786243
ENSG00000165983	10	16478942	16555736
ENSG00000165985	10	16555742	16564004
ENSG00000165996	10	17631958	17659376
ENSG00000165997	10	18948334	18970568
ENSG00000166002	11	93211638	93276674
ENSG00000166004	11	93394805	93463522
ENSG00000166012	11	93463114	93517557
ENSG00000166016	11	34172535	34379555
ENSG00000166024	10	99894387	100004654
ENSG00000166025	11	94439597	94609918
ENSG00000166033	10	124221041	124274424
ENSG00000166035	15	58702768	58861151
ENSG00000166037	11	95523129	95565857
ENSG00000166046	12	106695707	106740793
ENSG00000166068	15	38544527	38649450
ENSG00000166069	15	38214140	38259925
ENSG00000166086	11	133938820	134021896
ENSG00000166105	11	134144139	134189458
ENSG00000166106	11	130318869	130346532
ENSG00000166123	16	46918290	46965209
ENSG00000166126	14	103388993	103399933
ENSG00000166128	15	63481668	63559981
ENSG00000166130	12	99007183	99038891
ENSG00000166133	15	40861499	40866659
ENSG00000166135	10	102288829	102319755
ENSG00000166136	10	102267203	102289757
ENSG00000166140	15	41099284	41106767
ENSG00000166143	15	41107650	41120907
ENSG00000166145	15	41136216	41150405
ENSG00000166147	15	48700503	48938046
ENSG00000166164	16	50347398	50402845
ENSG00000166165	14	103985996	103989448
ENSG00000166166	14	103995521	104003410
ENSG00000166167	10	103113820	103317078
ENSG00000166169	10	103338639	103348027
ENSG00000166170	14	104022881	104029168
ENSG00000166171	10	103330317	103369425
ENSG00000166173	15	71123863	71146498
ENSG00000166181	11	43333513	43366079
ENSG00000166183	14	104552016	104579098
ENSG00000166188	16	58028572	58034357
ENSG00000166189	10	103825147	103827792
ENSG00000166192	15	72406599	72433311
ENSG00000166197	10	103911933	103923627
ENSG00000166199	11	43902361	43941816
ENSG00000166200	15	49398268	49447858
ENSG00000166206	15	26788693	27184686
ENSG00000166224	10	72575717	72640930
ENSG00000166225	12	69864129	69973562
ENSG00000166226	12	69979114	69995350
ENSG00000166228	10	72642037	72648541
ENSG00000166233	15	72766667	72879692
ENSG00000166246	16	4784273	4799397
ENSG00000166250	11	122943035	123065989
ENSG00000166260	17	53029263	53046146
ENSG00000166261	11	123594885	123612383
ENSG00000166262	15	49619159	49913128
ENSG00000166263	17	53046088	53241646
ENSG00000166265	21	27838528	27945603
ENSG00000166266	11	107879459	107978503
ENSG00000166268	12	70219084	70352877
ENSG00000166272	10	104503727	104576021
ENSG00000166275	10	104613980	104624718
ENSG00000166278	6	31865562	31913449
ENSG00000166289	19	30155963	30166364
ENSG00000166295	10	73975787	73995618
ENSG00000166311	11	6411655	6416228
ENSG00000166313	11	6416355	6440644
ENSG00000166321	10	74870217	74891586
ENSG00000166323	11	108179246	108338258
ENSG00000166326	11	35684353	35829775
ENSG00000166337	11	6627526	6633898
ENSG00000166340	11	6634000	6640692
ENSG00000166341	11	6642556	6677085
ENSG00000166343	10	75183339	75193319
ENSG00000166347	18	71920530	71959251
ENSG00000166348	10	75257296	75385711
ENSG00000166349	11	36532259	36614706
ENSG00000166352	11	36616051	36694823
ENSG00000166359	19	33622996	33666701
ENSG00000166377	18	76829285	77138283
ENSG00000166387	11	7534529	7678358
ENSG00000166391	11	75428864	75444003
ENSG00000166394	11	7686331	7698453
ENSG00000166396	18	61420169	61472604
ENSG00000166398	19	34745442	34846491
ENSG00000166401	18	61637159	61672278
ENSG00000166402	11	8040791	8127659
ENSG00000166405	11	8127597	8190602
ENSG00000166407	11	8245851	8290263
ENSG00000166411	15	78423840	78464291
ENSG00000166415	15	53805938	54055075
ENSG00000166428	14	105391153	105399574
ENSG00000166432	X	101137262	101187004
ENSG00000166435	11	74518784	74660245
ENSG00000166436	11	8633584	8693413
ENSG00000166439	11	74459913	74553458
ENSG00000166441	11	8703958	8736306
ENSG00000166444	11	8714898	8932498
ENSG00000166446	16	80631803	80838226
ENSG00000166451	16	81040103	81066719
ENSG00000166452	11	8932686	8941631
ENSG00000166454	16	81069452	81080963
ENSG00000166455	16	81087102	81110872
ENSG00000166471	11	9302201	9336327
ENSG00000166473	16	81134480	81253975
ENSG00000166477	15	52230222	52264003
ENSG00000166478	11	9481866	9550071
ENSG00000166479	18	66340925	66382535
ENSG00000166482	17	19286755	19290553
ENSG00000166483	11	9595228	9615004
ENSG00000166484	17	19281034	19286857
ENSG00000166501	16	23847322	24231932
ENSG00000166503	15	83784320	83876770
ENSG00000166508	7	99690351	99699563
ENSG00000166510	18	52568740	52626739
ENSG00000166523	12	8685901	8693559
ENSG00000166526	7	99661656	99680171
ENSG00000166529	7	99647390	99662661
ENSG00000166532	12	8834196	8935691
ENSG00000166535	12	8975068	9039597
ENSG00000166546	16	66461200	66527432
ENSG00000166548	16	66541906	66586447
ENSG00000166557	15	79603404	79704334
ENSG00000166558	16	84043272	84076241
ENSG00000166562	18	56806709	56826068
ENSG00000166575	11	86748886	87034800
ENSG00000166578	12	113633246	113658899
ENSG00000166579	17	8316449	8393729
ENSG00000166582	17	16245848	16256970
ENSG00000166592	16	66955582	66959547
ENSG00000166595	16	66965959	66968326
ENSG00000166596	17	9479944	9546776
ENSG00000166598	12	104323885	104347423
ENSG00000166619	20	36120874	36156333
ENSG00000166664	15	30653443	30686052
ENSG00000166667	7	101986192	101996889
ENSG00000166669	16	10420291	10577495
ENSG00000166670	11	102641234	102651359
ENSG00000166676	16	10854776	10912651
ENSG00000166681	X	102631268	102633005
ENSG00000166682	11	113558272	113577095
ENSG00000166685	17	71189129	71204646
ENSG00000166689	11	16799842	17035990
ENSG00000166704	19	58488421	58514717
ENSG00000166710	15	45003675	45011075
ENSG00000166716	15	85291866	85349659
ENSG00000166734	15	44580927	44707956
ENSG00000166736	11	113845603	113861035
ENSG00000166741	11	114128509	114184007
ENSG00000166743	16	20634559	20710212
ENSG00000166747	16	71762913	71843104
ENSG00000166750	17	33570055	33600674
ENSG00000166762	15	43920701	43960316
ENSG00000166763	15	43991686	44010382
ENSG00000166780	16	15528152	15718885
ENSG00000166783	16	15688243	15737023
ENSG00000166788	11	18091482	18127638
ENSG00000166794	15	64448011	64455404
ENSG00000166796	11	18433854	18473605
ENSG00000166797	15	64364758	64386217
ENSG00000166801	11	58910221	58922512
ENSG00000166803	15	64657193	64679886
ENSG00000166813	15	90152020	90198682
ENSG00000166816	16	75145758	75150669
ENSG00000166819	15	90207596	90222658
ENSG00000166821	15	90220995	90234014
ENSG00000166822	16	75476952	75499395
ENSG00000166823	15	90291892	90294541
ENSG00000166825	15	90328120	90358633
ENSG00000166828	16	23194036	23228204
ENSG00000166831	15	65032091	65067786
ENSG00000166833	11	19372271	20143144
ENSG00000166839	15	65204101	65251042
ENSG00000166845	18	51884287	51911588
ENSG00000166847	16	23652713	23681195
ENSG00000166848	16	75681684	75795770
ENSG00000166851	16	23688977	23701688
ENSG00000166855	15	65440557	65477680
ENSG00000166860	12	57392618	57400230
